z,x,y
3416.6,9093.8,9.3447
3411.1,9099.8,9.3609
3405.6,9105.8,9.377
3400.1,9111.8,9.3932
3394.6,9117.8,9.4093
3389,9123.8,9.4255
3383.4,9129.8,9.4416
3377.9,9135.7,9.4578
3372.3,9141.7,9.4739
3366.7,9147.6,9.4901
3361,9153.5,9.5062
3355.4,9159.5,9.5223
3349.7,9165.4,9.5385
3344,9171.3,9.5546
3338.3,9177.2,9.5707
3332.6,9183.1,9.5869
3326.9,9189,9.603
3321.1,9194.8,9.6191
3315.4,9200.7,9.6353
3309.6,9206.5,9.6514
3303.8,9212.4,9.6675
3298,9218.2,9.6836
3292.2,9224.1,9.6997
3286.3,9229.9,9.7159
3280.5,9235.7,9.732
3274.6,9241.5,9.7481
3268.7,9247.3,9.7642
3262.8,9253.1,9.7803
3256.8,9258.9,9.7964
3250.9,9264.6,9.8125
3244.9,9270.4,9.8286
3239,9276.1,9.8447
3233,9281.9,9.8608
3227,9287.6,9.8769
3220.9,9293.3,9.893
3214.9,9299,9.9091
3208.8,9304.8,9.9252
3202.8,9310.5,9.9413
3196.7,9316.1,9.9573
3190.6,9321.8,9.9734
3184.5,9327.5,9.9895
3178.3,9333.2,10.006
3172.2,9338.8,10.022
3166,9344.5,10.038
3159.8,9350.1,10.054
3153.6,9355.7,10.07
3147.4,9361.4,10.086
3141.2,9367,10.102
3134.9,9372.6,10.118
3128.7,9378.2,10.134
3122.4,9383.8,10.15
3116.1,9389.3,10.166
3109.8,9394.9,10.182
3103.5,9400.5,10.198
3097.2,9406,10.214
3090.8,9411.6,10.23
3084.4,9417.1,10.246
3078.1,9422.6,10.262
3071.7,9428.2,10.278
3065.2,9433.7,10.294
3058.8,9439.2,10.31
3052.4,9444.7,10.326
3045.9,9450.2,10.342
3039.4,9455.6,10.358
3032.9,9461.1,10.374
3026.4,9466.6,10.39
3019.9,9472,10.406
3013.4,9477.4,10.422
3006.8,9482.9,10.438
3000.3,9488.3,10.454
2993.7,9493.7,10.47
2987.1,9499.1,10.486
2980.5,9504.5,10.502
2973.9,9509.9,10.518
2967.2,9515.3,10.534
2960.6,9520.7,10.55
2953.9,9526,10.566
2947.2,9531.4,10.582
2940.6,9536.7,10.598
2933.8,9542.1,10.614
2927.1,9547.4,10.629
2920.4,9552.7,10.645
2913.6,9558,10.661
2906.9,9563.3,10.677
2900.1,9568.6,10.693
2893.3,9573.9,10.709
2886.5,9579.2,10.725
2879.7,9584.5,10.741
2872.8,9589.7,10.757
2866,9595,10.772
2859.1,9600.2,10.788
2852.2,9605.5,10.804
2845.3,9610.7,10.82
2838.4,9615.9,10.836
2831.5,9621.1,10.852
2824.6,9626.3,10.867
2817.6,9631.5,10.883
2810.6,9636.7,10.899
2803.7,9641.9,10.915
2796.7,9647,10.931
2789.7,9652.2,10.946
2782.6,9657.4,10.962
2775.6,9662.5,10.978
2768.6,9667.6,10.994
2761.5,9672.8,11.01
2754.4,9677.9,11.025
2747.4,9683,11.041
2740.3,9688.1,11.057
2733.1,9693.2,11.073
2726,9698.2,11.088
2718.9,9703.3,11.104
2711.7,9708.4,11.12
2704.6,9713.4,11.135
2697.4,9718.5,11.151
2690.2,9723.5,11.167
2683,9728.6,11.183
2675.8,9733.6,11.198
2668.5,9738.6,11.214
2661.3,9743.6,11.23
2654,9748.6,11.245
2646.7,9753.6,11.261
2639.5,9758.6,11.277
2632.2,9763.5,11.292
2624.9,9768.5,11.308
2617.5,9773.4,11.323
2610.2,9778.4,11.339
2602.8,9783.3,11.355
2595.5,9788.3,11.37
2588.1,9793.2,11.386
2580.7,9798.1,11.401
2573.3,9803,11.417
2565.9,9807.9,11.433
2558.5,9812.8,11.448
2551,9817.7,11.464
2543.6,9822.5,11.479
2536.1,9827.4,11.495
2528.7,9832.2,11.51
2521.2,9837.1,11.526
2513.7,9841.9,11.541
2506.2,9846.7,11.557
2498.6,9851.6,11.572
2491.1,9856.4,11.588
2483.6,9861.2,11.603
2476,9866,11.619
2468.4,9870.7,11.634
2460.8,9875.5,11.65
2453.2,9880.3,11.665
2445.6,9885,11.681
2438,9889.8,11.696
2430.4,9894.5,11.711
2422.7,9899.3,11.727
2415.1,9904,11.742
2407.4,9908.7,11.758
2399.7,9913.4,11.773
2392,9918.1,11.788
2384.3,9922.8,11.804
2376.6,9927.5,11.819
2368.9,9932.2,11.834
2361.2,9936.8,11.85
2353.4,9941.5,11.865
2345.6,9946.1,11.88
2337.9,9950.8,11.896
2330.1,9955.4,11.911
2322.3,9960,11.926
2314.5,9964.6,11.942
2306.7,9969.3,11.957
2298.8,9973.9,11.972
2291,9978.4,11.987
2283.1,9983,12.003
2275.3,9987.6,12.018
2267.4,9992.2,12.033
2259.5,9996.7,12.048
2251.6,10001,12.064
2243.7,10006,12.079
2235.8,10010,12.094
2227.9,10015,12.109
2219.9,10019,12.124
2212,10024,12.139
2204,10028,12.155
2196,10033,12.17
2188.1,10037,12.185
2180.1,10042,12.2
2172.1,10046,12.215
2164,10051,12.23
2156,10055,12.245
2148,10060,12.26
